0.096769,-0.28357,-0.016115,0.012738,0.14876,0.0253,0.00017322,0.16087,0.25609,0.27569,0.00054243,0.23467,0.1933,-0.23399,0.00072838,0.0027328,-0.10912,0.13117,-0.16083,-0.093609,0.22269,-0.2689,-0.19744,0.075031,-0.014853,0.29055,-0.059277,0.19048,-0.27491,0.13217,-0.23173,0.2321
0.081463,-0.25047,-0.010194,-0.066123,0.19115,0.033429,-0.0016322,0.18424,0.22299,0.16421,0.0012201,0.16886,0.2056,-0.22337,-0.0002253,0.077635,-0.16292,0.063539,-0.19993,-0.11717,0.17706,-0.17433,-0.21577,0.15175,0.004711,0.19616,-0.010018,0.19781,-0.18685,0.1468,-0.19419,0.1589
-0.0079316,-0.25577,-0.0079456,-0.047467,0.19103,0.026585,-0.00099554,0.18458,0.24253,0.21738,0.001163,0.18297,0.21348,-0.22237,-0.00065402,0.064111,-0.16023,0.064454,-0.18349,-0.097471,0.16891,-0.20698,-0.19738,0.16778,-0.038848,0.21659,0.037792,0.20215,-0.20684,0.15647,-0.19363,0.17206
0.2401,-0.24595,0.082433,-0.10252,0.21078,0.036293,0.0009258,0.19455,0.19558,0.12435,-0.00142,0.14153,0.20613,-0.20401,-3.0739e-05,0.12005,-0.20238,0.08233,-0.2004,-0.1278,0.14761,-0.13016,-0.20673,0.19668,0.045549,0.1447,0.0729,0.20351,-0.129,0.15799,-0.17253,0.12701
0.02406,-0.30829,-0.041469,0.0037896,0.1721,0.022507,1.8082e-05,0.18918,0.34135,0.20888,0.00090113,0.22121,0.23475,-0.20472,1.0703e-05,-0.023283,-0.15701,0.095901,-0.16245,-0.022678,0.20129,-0.30865,-0.15931,0.15518,-0.041331,0.38825,-0.019051,0.21923,-0.23371,0.17395,-0.21528,0.2522
0.21057,-0.25159,0.066015,-0.090264,0.20385,0.036021,-0.00077439,0.1871,0.20266,0.13596,-0.0025406,0.14519,0.21132,-0.20778,-0.00033354,0.10609,-0.19001,0.080784,-0.2013,-0.12329,0.15766,-0.14358,-0.2005,0.17978,0.040219,0.16208,0.05552,0.1958,-0.13701,0.15868,-0.17559,0.13327
0.00050473,-0.26858,0.017481,-0.01705,0.18317,0.027454,-0.00015584,0.18515,0.26581,0.30356,-0.001013,0.20317,0.21965,-0.21849,-0.0016904,0.039758,-0.1547,0.08551,-0.1669,-0.081919,0.17837,-0.24855,-0.18435,0.1715,-0.039303,0.25919,0.05911,0.20712,-0.22778,0.15969,-0.20025,0.19849
0.20629,-0.24829,0.066644,-0.0904,0.20517,0.035835,0.0030476,0.18919,0.20648,0.13516,-0.0014128,0.14699,0.2129,-0.21589,-0.0015389,0.10639,-0.19021,0.08105,-0.20091,-0.12436,0.15266,-0.14205,-0.2021,0.18131,0.039232,0.16035,0.052841,0.19675,-0.13641,0.15487,-0.17891,0.13614
0.21369,-0.25517,0.068037,-0.089494,0.20392,0.038524,-0.00097097,0.18489,0.20284,0.13749,0.00046514,0.14176,0.2119,-0.2151,-0.00053042,0.10506,-0.19042,0.080461,-0.20105,-0.12433,0.15017,-0.14383,-0.19578,0.17314,0.039578,0.1596,0.056932,0.18893,-0.13368,0.16261,-0.1735,0.1339
0.066114,-0.2534,-0.026938,-0.054,0.18297,0.02864,0.0007607,0.18015,0.22381,0.1891,-0.00024467,0.17784,0.20897,-0.23452,0.00054468,0.067163,-0.16922,0.067969,-0.18778,-0.11531,0.17338,-0.20237,-0.21163,0.1425,-0.020954,0.20063,0.0011278,0.19838,-0.22843,0.14711,-0.19453,0.16381
0.18274,-0.25748,0.055001,-0.080449,0.19759,0.033685,0.00087689,0.18536,0.21065,0.1456,-0.0013528,0.15212,0.20416,-0.20894,-0.0015371,0.094589,-0.18095,0.078507,-0.19603,-0.11825,0.16319,-0.15482,-0.19292,0.16352,0.035402,0.17342,0.037001,0.19227,-0.14429,0.15281,-0.17981,0.14457
